日期,时间段,充电量kWh,放电量kWh,时刻,储电量kWh
,4:00-8:00,1047.2335,4098.3749,24:00,10583.7893
,8:00-12:00,4868.2041,4431.8345,,
,12:00-16:00,5358.7442,601.878,,
,16:00-20:00,15.5789,4727.5805,,
,20:00-24:00,10113.981,3671.9527,,
2025-11-05,0:00-4:00,288.2516,38.8941,0:00,10583.7893
,4:00-8:00,994.814,2518.9227,24:00,10800.0
,8:00-12:00,5353.0516,4997.535,,
,12:00-16:00,3925.8166,853.1194,,
,16:00-20:00,110.5753,4569.9889,,
,20:00-24:00,9918.7033,3505.8323,,
2025-11-06,0:00-4:00,86.8669,76.3644,0:00,10800.0
,4:00-8:00,886.5607,4523.121,24:00,10619.1915
,8:00-12:00,4415.6787,4828.9909,,
,12:00-16:00,6248.1935,496.4746,,
,16:00-20:00,621.1304,4612.4289,,
,20:00-24:00,9938.5544,3604.9053,,
2025-11-07,0:00-4:00,303.9865,83.5014,0:00,10619.1915
,4:00-8:00,143.6364,8260.9329,24:00,10570.2258
,8:00-12:00,6833.1691,505.6862,,
,12:00-16:00,3846.181,0.0,,
,16:00-20:00,6.3367,5595.076,,
,20:00-24:00,10083.8436,2784.7669,,
2025-11-08,0:00-4:00,438.0825,148.05,0:00,10570.2258
,4:00-8:00,137.1057,8116.8189,24:00,10495.9002
,8:00-12:00,7303.9977,183.0292,,
,12:00-16:00,2805.6225,0.0,,
,16:00-20:00,53.0345,5718.0278,,
,20:00-24:00,9972.0678,2675.9949,,
2025-11-09,0:00-4:00,376.4807,31.8843,0:00,10495.9002
,4:00-8:00,1005.9515,2803.0279,24:00,10800.0
,8:00-12:00,5009.802,5250.9782,,
,12:00-16:00,5472.3464,1358.6654,,
,16:00-20:00,133.2535,4444.5979,,
,20:00-24:00,9971.7436,3632.5144,,
2025-11-10,0:00-4:00,22.9306,18.5738,0:00,10800.0
,4:00-8:00,781.5137,3351.792,24:00,10515.6893
,8:00-12:00,4980.141,5912.7238,,
,12:00-16:00,6927.6124,1147.8049,,
,16:00-20:00,257.5204,4840.3868,,
,20:00-24:00,10068.8221,3645.8159,,
2025-11-11,0:00-4:00,374.6724,47.6051,0:00,10515.6893
,4:00-8:00,881.1224,3597.415,24:00,10800.0
,8:00-12:00,5069.5105,5684.915,,
,12:00-16:00,6485.1152,964.9611,,
,16:00-20:00,215.2287,4426.0743,,
,20:00-24:00,9935.1714,3621.4145,,
2025-11-12,0:00-4:00,0.0,0.0,0:00,10800.0
,4:00-8:00,1084.148,2994.1135,24:00,10609.0519
,8:00-12:00,5044.1559,5909.4071,,
,12:00-16:00,6234.1851,1110.0953,,
,16:00-20:00,4.6239,4729.719,,
,20:00-24:00,10142.3459,3661.1798,,
2025-11-13,0:00-4:00,230.0402,14.4793,0:00,10609.0519
,4:00-8:00,1162.139,1652.4187,24:00,10667.323
,8:00-12:00,5114.6982,4876.8467,,
,12:00-16:00,3314.4857,1564.5686,,
,16:00-20:00,418.0023,4801.1321,,
,20:00-24:00,10299.9075,3674.9217,,
2025-11-14,0:00-4:00,172.5557,20.3608,0:00,10667.323
,4:00-8:00,81.9625,7335.6827,24:00,10224.5474
,8:00-12:00,6563.5851,262.9838,,
,12:00-16:00,2735.5221,179.1365,,
,16:00-20:00,239.0115,5799.9169,,
,20:00-24:00,9958.9405,2799.195,,
2025-11-15,0:00-4:00,665.656,99.6916,0:00,10224.5474
,4:00-8:00,69.7733,8360.3497,24:00,10513.2161
,8:00-12:00,6303.7271,287.1998,,
,12:00-16:00,4399.2985,45.6192,,
,16:00-20:00,166.0625,5645.3571,,
,20:00-24:00,10023.4521,2820.6361,,
2025-11-16,0:00-4:00,398.203,64.4389,0:00,10513.2161
,4:00-8:00,1066.3496,2475.564,24:00,10800.0
,8:00-12:00,4681.1812,6681.3279,,
,12:00-16:00,7127.948,1273.7292,,
,16:00-20:00,87.0476,4635.6457,,
,20:00-24:00,10143.7514,3649.8183,,
2025-11-17,0:00-4:00,127.1072,102.9568,0:00,10800.0
,4:00-8:00,1183.9945,1517.4172,24:00,10800.0
,8:00-12:00,5073.1355,6379.2312,,
,12:00-16:00,4695.9333,975.3329,,
,16:00-20:00,14.565,4577.887,,
,20:00-24:00,10023.8207,3553.2054,,
2025-11-18,0:00-4:00,18.0402,14.6126,0:00,10800.0
,4:00-8:00,1239.4168,1803.7117,24:00,10761.0886
,8:00-12:00,4786.8839,5789.0471,,
,12:00-16:00,5167.7501,1753.4288,,
,16:00-20:00,361.8299,4630.4528,,
,20:00-24:00,10077.838,3581.6921,,
2025-11-19,0:00-4:00,130.7353,70.8754,0:00,10761.0886
,4:00-8:00,1051.9597,1724.2487,24:00,10666.0735
,8:00-12:00,4603.9713,7057.1716,,
,12:00-16:00,6870.365,1368.1693,,
,16:00-20:00,37.2633,4550.1602,,
,20:00-24:00,10038.818,3728.7097,,
2025-11-20,0:00-4:00,168.9755,34.3095,0:00,10666.0735
,4:00-8:00,1139.496,2495.7483,24:00,10800.0
,8:00-12:00,5036.3012,5847.0081,,
,12:00-16:00,6491.573,1899.8405,,
,16:00-20:00,33.7348,4492.2128,,
,20:00-24:00,9929.7118,3578.179,,
2025-11-21,0:00-4:00,54.7365,161.796,0:00,10800.0
,4:00-8:00,121.9121,8178.1694,24:00,10717.9133
,8:00-12:00,6408.7781,450.4492,,
,12:00-16:00,4266.937,0.0,,
,16:00-20:00,39.571,5376.3608,,
,20:00-24:00,9801.2059,2668.5464,,
2025-11-22,0:00-4:00,171.6855,70.0597,0:00,10717.9133
,4:00-8:00,121.6957,7787.3395,24:00,10547.5268
,8:00-12:00,5266.5072,609.8763,,
,12:00-16:00,4984.7456,0.0,,
,16:00-20:00,116.3691,5595.7373,,
,20:00-24:00,9937.5993,2775.2029,,
2025-11-23,0:00-4:00,373.6278,75.4127,0:00,10547.5268
,4:00-8:00,1089.1616,1519.3632,24:00,10785.4676
,8:00-12:00,5059.2848,7473.7645,,
,12:00-16:00,6317.0017,1103.8854,,
,16:00-20:00,20.2564,4571.3366,,
,20:00-24:00,10047.3086,3596.4702,,
2025-11-24,0:00-4:00,112.6768,78.1891,0:00,10785.4676
,4:00-8:00,1152.3196,1667.1973,24:00,10528.1573
,8:00-12:00,5244.3519,5786.8143,,
,12:00-16:00,4737.3397,1624.9733,,
,16:00-20:00,99.1865,4691.8197,,
,20:00-24:00,10033.1997,3699.6356,,
2025-11-25,0:00-4:00,344.3557,61.7853,0:00,10528.1573
,4:00-8:00,1101.4982,1701.1115,24:00,10707.2769
,8:00-12:00,4979.5777,7049.3005,,
,12:00-16:00,6372.2769,1309.2881,,
,16:00-20:00,0.0,4642.2367,,
,20:00-24:00,10086.5685,3611.3345,,
2025-11-26,0:00-4:00,116.9965,11.3164,0:00,10707.2769
,4:00-8:00,1239.1972,1122.7868,24:00,10800.0
,8:00-12:00,5040.1541,7067.1799,,
,12:00-16:00,5947.5966,1713.8611,,
,16:00-20:00,52.5081,4574.3186,,
,20:00-24:00,10029.0916,3591.7771,,
2025-11-27,0:00-4:00,17.1871,13.9215,0:00,10800.0
,4:00-8:00,998.3806,1721.264,24:00,10800.0
,8:00-12:00,4958.4567,6249.0504,,
,12:00-16:00,6060.2263,1772.0408,,
,16:00-20:00,107.8249,4608.0901,,
,20:00-24:00,10130.322,3676.2753,,
2025-11-28,0:00-4:00,31.9521,25.8812,0:00,10800.0
,4:00-8:00,114.3921,7798.0958,24:00,10496.5248
,8:00-12:00,5011.0784,747.847,,
,12:00-16:00,5479.4253,44.0228,,
,16:00-20:00,98.775,5830.8656,,
,20:00-24:00,10186.8406,2773.6107,,
2025-11-29,0:00-4:00,370.6802,27.1232,0:00,10496.5248
,4:00-8:00,135.3047,7326.2814,24:00,10137.2455
,8:00-12:00,3963.7039,768.2192,,
,12:00-16:00,4252.3116,283.8294,,
,16:00-20:00,453.0219,5358.1512,,
,20:00-24:00,9931.7783,2036.2552,,
2025-11-30,0:00-4:00,753.4225,45.9439,0:00,10137.2455
,4:00-8:00,1004.1007,781.1708,24:00,10378.4325
,8:00-12:00,4993.7131,7610.1969,,
,12:00-16:00,6297.671,2741.8276,,
,16:00-20:00,749.009,4781.7479,,
,20:00-24:00,10203.9636,3263.5673,,
2025-12-01,0:00-4:00,512.3601,591.7063,0:00,10378.4325
,4:00-8:00,753.2464,3336.5221,24:00,10295.0714
,8:00-12:00,4629.5264,5357.5022,,
,12:00-16:00,6726.5909,3108.4424,,
,16:00-20:00,513.3316,4514.728,,
,20:00-24:00,10105.6349,1991.0832,,
2025-12-02,0:00-4:00,574.8841,510.1832,0:00,10295.0714
,4:00-8:00,747.7634,2512.3304,24:00,10183.9994
,8:00-12:00,4495.4604,6234.3951,,
,12:00-16:00,6933.7464,2966.4116,,
,16:00-20:00,348.1921,4859.9512,,
,20:00-24:00,9996.6523,1725.0192,,
2025-12-03,0:00-4:00,741.3839,606.5269,0:00,10183.9994
,4:00-8:00,722.867,2425.5669,24:00,10077.9192
,8:00-12:00,4667.1783,6239.5489,,
,12:00-16:00,7348.8321,3074.133,,
,16:00-20:00,495.2097,4603.7774,,
,20:00-24:00,9901.2476,2486.0611,,
2025-12-04,0:00-4:00,880.0865,794.384,0:00,10077.9192
,4:00-8:00,803.7098,3060.1795,24:00,10199.1518
,8:00-12:00,4673.4787,5499.4389,,
,12:00-16:00,7844.7921,2284.9375,,
,16:00-20:00,396.3848,4624.1165,,
,20:00-24:00,9999.0576,3551.817,,
2025-12-05,0:00-4:00,705.7682,637.3939,0:00,10199.1518
,4:00-8:00,0.0,8033.515,24:00,9898.0872
,8:00-12:00,3253.5265,0.0,,
,12:00-16:00,3774.7966,277.1326,,
,16:00-20:00,103.7047,5499.8099,,
,20:00-24:00,9724.5371,48.5966,,
2025-12-06,0:00-4:00,853.0757,858.9168,0:00,9898.0872
,4:00-8:00,135.3306,7621.403,24:00,9946.8742
,8:00-12:00,1653.2684,148.5678,,
,12:00-16:00,6008.2964,80.9962,,
,16:00-20:00,120.1906,6096.313,,
,20:00-24:00,9744.7191,146.9484,,
2025-12-07,0:00-4:00,887.2272,655.3667,0:00,9946.8742
,4:00-8:00,889.9563,1783.2084,24:00,10435.9591
,8:00-12:00,4971.3994,6873.1304,,
,12:00-16:00,8475.9506,2561.7821,,
,16:00-20:00,354.194,4672.803,,
,20:00-24:00,9972.3394,3709.8972,,
2025-12-08,0:00-4:00,411.3317,7.0694,0:00,10435.9591
,4:00-8:00,761.3354,615.1542,24:00,10727.3502
,8:00-12:00,4941.7933,7367.6355,,
,12:00-16:00,7126.5336,2407.7094,,
,16:00-20:00,34.9397,4606.7736,,
,20:00-24:00,10114.71,3679.8275,,
2025-12-09,0:00-4:00,161.6639,65.5629,0:00,10727.3502
,4:00-8:00,778.3723,630.4816,24:00,10800.0
,8:00-12:00,6044.9238,7469.4335,,
,12:00-16:00,6367.1228,2584.3243,,
,16:00-20:00,12.8196,4608.3606,,
,20:00-24:00,10157.3119,3629.4459,,
2025-12-10,0:00-4:00,25.9139,20.9903,0:00,10800.0
,4:00-8:00,886.2949,717.8988,24:00,10737.6789
,8:00-12:00,4956.9933,7683.5759,,
,12:00-16:00,7496.4999,2445.1068,,
,16:00-20:00,51.0533,4775.5525,,
,20:00-24:00,10140.0863,3494.0065,,
2025-12-11,0:00-4:00,69.2457,0.0,0:00,10737.6789
,4:00-8:00,806.5255,653.2857,24:00,10800.0
,8:00-12:00,5386.4717,7282.993,,
,12:00-16:00,6111.9658,2030.7413,,
,16:00-20:00,0.0,4444.2951,,
,20:00-24:00,9969.8763,3631.3047,,
2025-12-12,0:00-4:00,129.6129,104.9865,0:00,10800.0
,4:00-8:00,111.508,5902.0306,24:00,10518.2001
,8:00-12:00,4560.2078,1975.0492,,
,12:00-16:00,5053.0741,0.0,,
,16:00-20:00,59.9954,5491.1592,,
,20:00-24:00,9931.9482,2855.9351,,
2025-12-13,0:00-4:00,367.7647,44.2694,0:00,10518.2001
,4:00-8:00,40.3293,5759.807,24:00,10687.286
,8:00-12:00,5209.7506,2066.0163,,
,12:00-16:00,4523.667,90.9117,,
,16:00-20:00,24.7099,5426.8331,,
,20:00-24:00,9987.5971,2784.5782,,
2025-12-14,0:00-4:00,128.7341,2.832,0:00,10687.286
,4:00-8:00,809.8325,655.9643,24:00,10800.0
,8:00-12:00,4980.0396,8180.9173,,
,12:00-16:00,8130.957,2438.99,,
,16:00-20:00,0.0,4467.3397,,
,20:00-24:00,10047.9952,3671.5364,,
2025-12-15,0:00-4:00,21.9366,17.7687,0:00,10800.0
,4:00-8:00,794.3877,643.454,24:00,10800.0
,8:00-12:00,4932.974,8494.0365,,
,12:00-16:00,8367.9041,2279.6748,,
,16:00-20:00,0.0,4549.542,,
,20:00-24:00,10134.1292,3659.1027,,
2025-12-16,0:00-4:00,12.2506,9.923,0:00,10800.0
,4:00-8:00,797.8486,646.2574,24:00,10800.0
,8:00-12:00,4569.0869,8436.5258,,
,12:00-16:00,8323.6386,2006.5819,,
,16:00-20:00,0.0,4519.9348,,
,20:00-24:00,9985.6984,3568.4809,,
2025-12-17,0:00-4:00,20.2176,16.3762,0:00,10800.0
,4:00-8:00,895.3222,725.211,24:00,10776.917
,8:00-12:00,5363.782,8068.9124,,
,12:00-16:00,7326.5552,2210.2607,,
,16:00-20:00,0.0,4583.4841,,
,20:00-24:00,10094.1582,3613.5587,,
2025-12-18,0:00-4:00,209.0994,148.5959,0:00,10776.917
,4:00-8:00,887.6466,718.9938,24:00,10800.0
,8:00-12:00,5094.3908,8427.8304,,
,12:00-16:00,8106.6126,2264.9823,,
,16:00-20:00,6.9654,4550.779,,
,20:00-24:00,10070.6502,3612.0896,,
2025-12-19,0:00-4:00,61.2021,49.5737,0:00,10800.0
,4:00-8:00,2.472,5798.9335,24:00,10456.1534
,8:00-12:00,6336.5729,2020.9368,,
,12:00-16:00,3432.8313,95.3494,,
,16:00-20:00,1.4145,5499.7877,,
,20:00-24:00,9903.3992,2832.5734,,
2025-12-20,0:00-4:00,390.1512,6.5605,0:00,10456.1534
,4:00-8:00,68.7228,5551.8183,24:00,10590.085
,8:00-12:00,6075.3234,2476.2596,,
,12:00-16:00,3857.4749,73.1542,,
,16:00-20:00,13.1951,5497.3698,,
,20:00-24:00,9921.8412,2738.9331,,
2025-12-21,0:00-4:00,272.7706,132.1232,0:00,10590.085
,4:00-8:00,919.6894,644.846,24:00,10800.0
,8:00-12:00,5182.9578,7883.6687,,
,12:00-16:00,7290.8424,2220.1094,,
,16:00-20:00,0.0,4606.0024,,
,20:00-24:00,10159.008,3622.7941,,
2025-12-22,0:00-4:00,149.3329,120.9597,0:00,10800.0
,4:00-8:00,786.2257,636.8428,24:00,10523.4054
,8:00-12:00,5630.6128,7603.7334,,
,12:00-16:00,6746.5217,2421.7455,,
,16:00-20:00,11.1479,4594.6738,,
,20:00-24:00,9981.2971,3748.1418,,
2025-12-23,0:00-4:00,311.8571,8.0084,0:00,10523.4054
,4:00-8:00,780.4448,627.821,24:00,10800.0
,8:00-12:00,5682.8287,7147.1358,,
,12:00-16:00,6085.0729,2384.8645,,
,16:00-20:00,0.0,4586.2231,,
,20:00-24:00,10111.9391,3604.4476,,
2025-12-24,0:00-4:00,11.9501,9.6795,0:00,10800.0
,4:00-8:00,760.6871,616.1566,24:00,10609.1772
,8:00-12:00,5209.7916,7789.4553,,
,12:00-16:00,7392.4035,2418.3228,,
,16:00-20:00,0.0,4787.3537,,
,20:00-24:00,10198.9586,3645.5433,,
2025-12-25,0:00-4:00,315.5199,83.8306,0:00,10609.1772
,4:00-8:00,933.0228,755.7484,24:00,10616.3657
,8:00-12:00,5559.1889,7066.2705,,
,12:00-16:00,5921.7909,2233.3232,,
,16:00-20:00,4.8516,4721.1229,,
,20:00-24:00,10115.7392,3641.8266,,
2025-12-26,0:00-4:00,322.4861,95.9429,0:00,10616.3657
,4:00-8:00,70.5622,5903.3244,24:00,10800.0
,8:00-12:00,5613.8178,2115.4718,,
,12:00-16:00,4457.7157,196.3013,,
,16:00-20:00,0.0,5372.8881,,
,20:00-24:00,9804.4808,2568.7414,,
2025-12-27,0:00-4:00,31.0759,116.1793,0:00,10800.0
,4:00-8:00,136.773,5252.7606,24:00,10713.7756
,8:00-12:00,4919.8953,2052.1798,,
,12:00-16:00,4154.6891,65.2512,,
,16:00-20:00,20.183,5443.3837,,
,20:00-24:00,10112.5311,2841.7167,,
2025-12-28,0:00-4:00,218.5256,99.4038,0:00,10713.7756
,4:00-8:00,740.8125,600.0581,24:00,10800.0
,8:00-12:00,5643.7577,7675.8684,,
,12:00-16:00,5972.149,1733.016,,
,16:00-20:00,33.6133,4389.8751,,
,20:00-24:00,9891.4699,3649.4423,,
2025-12-29,0:00-4:00,31.3113,25.3622,0:00,10800.0
,4:00-8:00,739.4683,598.9693,24:00,10800.0
,8:00-12:00,5551.0832,7028.3603,,
,12:00-16:00,6015.5955,2340.6495,,
,16:00-20:00,18.9748,4433.1298,,
,20:00-24:00,10020.2379,3698.6325,,
2025-12-30,0:00-4:00,12.2922,9.9567,0:00,10800.0
,4:00-8:00,858.9317,695.7347,24:00,10743.1633
,8:00-12:00,5212.0165,8012.1583,,
,12:00-16:00,6882.1766,1784.1382,,
,16:00-20:00,0.0,4571.6137,,
,20:00-24:00,10021.2199,3596.7275,,
2025-12-31,0:00-4:00,180.7863,95.2839,0:00,10743.1633
,4:00-8:00,827.2476,670.0705,24:00,10648.1576
,8:00-12:00,4917.4118,7963.3496,,
,12:00-16:00,7798.2458,2336.333,,
,16:00-20:00,0.0,4527.1593,,
,20:00-24:00,9911.8919,3638.1312,,
